A-200 Shampoo Concentrate	guess=drug	gold=	confidence=0.8748324827817325
Example:	Manly	guess=place	gold=	confidence=0.39117215035930103
Example:	Marazion	guess=person	gold=	confidence=0.463971710675589
Example:	Market Drayton	guess=person	gold=	confidence=0.5609307163835402
Example:	Marl	guess=place	gold=	confidence=0.4618553665746387
Example:	Marlenheim	guess=place	gold=	confidence=0.7064251724838967
Example:	Melrose	guess=place	gold=	confidence=0.5026138876164052
Example:	Menerbes	guess=place	gold=	confidence=0.6964394658375523
Example:	Mettlach	guess=drug	gold=	confidence=0.7326387388013932
Example:	Mijoux	guess=drug	gold=	confidence=0.32730385743024104
Example:	Milton of Campsie	guess=movie	gold=	confidence=0.3982013112728868
Example:	Monschau	guess=place	gold=	confidence=0.7350552223807083
Example:	Montmorency	guess=place	gold=	confidence=0.5987744405975088
Example:	Montrouge	guess=place	gold=	confidence=0.758371164291067
Example:	Moretonhampstead	guess=place	gold=	confidence=0.9089168183603659
Example:	Morley	guess=place	gold=	confidence=0.5654944836389365
Example:	Mortdale	guess=place	gold=	confidence=0.6936921630198237
Example:	Mount Vincent	guess=drug	gold=	confidence=0.36107015342656634
Example:	Mousehole	guess=place	gold=	confidence=0.7926280456239441
Example:	Muir of Ord	guess=movie	gold=	confidence=0.3990141853237196
Example:	Murmansk	guess=place	gold=	confidence=0.6239495129604894
Example:	Myanmar	guess=place	gold=	confidence=0.4119015174482924
Example:	M�nster	guess=place	gold=	confidence=0.5337259333400126
Example:	Najac	guess=movie	gold=	confidence=0.2880004963519392
Example:	Nancy	guess=drug	gold=	confidence=0.28805965576769116
Example:	Naphill	guess=drug	gold=	confidence=0.4471578336231858
Example:	Narberth	guess=place	gold=	confidence=0.7471284804241478
Example:	Narromine	guess=place	gold=	confidence=0.43824764661814825
Example:	New Haw	guess=place	gold=	confidence=0.7305923125373954
Example:	New Milton	guess=place	gold=	confidence=0.5652321885568365
Example:	Newbridge on Wye	guess=movie	gold=	confidence=0.4785498160920171
Example:	Newport-on-Tay	guess=place	gold=	confidence=0.9123902812505253
Example:	Nieb�ll	guess=place	gold=	confidence=0.5288689756812469
Example:	Nord-Pas-de-Calais	guess=drug	gold=	confidence=0.5413083442648078
Example:	North Baddesley	guess=place	gold=	confidence=0.7835224442665883
Example:	North Carolina	guess=company	gold=	confidence=0.29734919827850986
Example:	Novgorod	guess=drug	gold=	confidence=0.8465508409784801
Example:	Nowra	guess=place	gold=	confidence=0.42287970678816783
Example:	Nyngan	guess=place	gold=	confidence=0.45758184408691865
Example:	Nyons	guess=place	gold=	confidence=0.3832547899554301
Example:	Oadby	guess=place	gold=	confidence=0.348280267828898
Example:	Obernai	guess=place	gold=	confidence=0.3121084435695583
Example:	Old Warden	guess=movie	gold=	confidence=0.452471284043725
Example:	Oldbury	guess=place	gold=	confidence=0.5979562220200672
Example:	Omsk	guess=place	gold=	confidence=0.33564543535021807
Example:	Orpington	guess=drug	gold=	confidence=0.4466911590240788
Example:	Oundle	guess=place	gold=	confidence=0.4469677455479613
Example:	Papendrecht	guess=place	gold=	confidence=0.6613895211220681
Example:	Paris	guess=movie	gold=	confidence=0.38724531410165886
Example:	Paterson	guess=person	gold=	confidence=0.4021802045465326
Example:	Pattensen	guess=place	gold=	confidence=0.49869245828585923
Example:	Peebles	guess=place	gold=	confidence=0.543879728661775
Example:	Pembrey	guess=place	gold=	confidence=0.5111911573838281
Example:	Penarth	guess=place	gold=	confidence=0.619167125711165
Example:	Pendle Hill	guess=drug	gold=	confidence=0.4920451082686804
Example:	Penzance	guess=drug	gold=	confidence=0.511367987191818
Example:	Perm	guess=drug	gold=	confidence=0.38888808040332823
Example:	Pewsey	guess=place	gold=	confidence=0.5608401055609811
Example:	Picton	guess=drug	gold=	confidence=0.2965106187637707
Example:	Pleasure Point	guess=movie	gold=	confidence=0.36834911397954967
Example:	Poitiers	guess=drug	gold=	confidence=0.31080327255198553
Example:	Ponce	guess=place	gold=	confidence=0.3192805131525402
Example:	Pontefract	guess=place	gold=	confidence=0.5567794545315227
Example:	Port Kembla	guess=place	gold=	confidence=0.3305585555191914
Example:	Portglenone	guess=place	gold=	confidence=0.9029408666707958
Example:	Porthcawl	guess=place	gold=	confidence=0.9189268524893438
Example:	Potsdam	guess=place	gold=	confidence=0.43236675337586583
Example:	Prescot	guess=drug	gold=	confidence=0.6527520317015801
Example:	Puddletown	guess=place	gold=	confidence=0.8614134691140626
Example:	Purmerend	guess=place	gold=	confidence=0.6437121718839789
Example:	Quirindi	guess=drug	gold=	confidence=0.3019685996707974
Example:	Rainham (Greater London)	guess=place	gold=	confidence=0.6017684486432836
Example:	Ratingen	guess=place	gold=	confidence=0.5055345851482997
Example:	Redfern	guess=place	gold=	confidence=0.6593131043084041
Example:	Reigate	guess=place	gold=	confidence=0.35212594416651216
Example:	Reims	guess=place	gold=	confidence=0.2837172927933984
Example:	Remseck	guess=place	gold=	confidence=0.3613914975205271
Example:	Rennes-le-Ch�teau	guess=place	gold=	confidence=0.9206446364088385
Example:	Reston	guess=drug	gold=	confidence=0.4902751467123896
Example:	Reutlingen	guess=place	gold=	confidence=0.6171080168410082
Example:	Revesby	guess=place	gold=	confidence=0.54764602573731
Example:	Reynoldston	guess=place	gold=	confidence=0.6793104915861196
Example:	Rhode Island	guess=person	gold=	confidence=0.3253560896673857
Example:	Rhyl	guess=place	gold=	confidence=0.4777724783759814
Example:	Riesa	guess=person	gold=	confidence=0.2530660973748706
Example:	Rio Blanco	guess=company	gold=	confidence=0.3304704160259992
Example:	Rio Piedras	guess=movie	gold=	confidence=0.31801260167004
Example:	Riverside Park	guess=person	gold=	confidence=0.4165360909348871
Example:	Rochdale	guess=place	gold=	confidence=0.5490451296921891
Example:	Rooty Hill	guess=person	gold=	confidence=0.2997006809407425
Example:	Rosmalen	guess=place	gold=	confidence=0.687623288547884
Example:	Rothenburg ob der Tauber	guess=person	gold=	confidence=0.5025300705204929
Example:	Rotherwick	guess=place	gold=	confidence=0.7535824581199778
Example:	Rylstone	guess=place	gold=	confidence=0.5050963468247982
Example:	Saint Vincent and The Grenadines	guess=movie	gold=	confidence=0.6160295433565741
Example:	Saint-Denis	guess=place	gold=	confidence=0.8981724131815896
Example:	Saint-Gilles-Croix-de-Vie	guess=place	gold=	confidence=0.5698165803136283
Example:	Saint-Maur-des-Foss�s	guess=place	gold=	confidence=0.9917583724178279
Example:	Saint-Porchaire	guess=place	gold=	confidence=0.9495848994547956
Example:	Salzhemmendorf	guess=place	gold=	confidence=0.8225903501721251
Example:	Samara	guess=person	gold=	confidence=0.47433180238865585
Example:	Sao Tome and Principe	guess=company	gold=	confidence=0.6170056953771964
Example:	Sausset-Les-Pins	guess=place	gold=	confidence=0.6536372224956377
Example:	Schleswig-Holstein	guess=place	gold=	confidence=0.9438118841908616
Example:	Schrobenhausen	guess=place	gold=	confidence=0.946635197665598
Example:	Schwelm	guess=place	gold=	confidence=0.7990254875761044
Example:	Sch�naich	guess=place	gold=	confidence=0.5375118476249686
Example:	Scone	guess=drug	gold=	confidence=0.24148124597366863
Example:	Seaham	guess=place	gold=	confidence=0.4190992229089975
Example:	Sens	guess=drug	gold=	confidence=0.27523771471134123
Example:	Seychelles	guess=place	gold=	confidence=0.612363474096134
Example:	Shipston on Stour	guess=movie	gold=	confidence=0.36120692678435845
Example:	Skipton	guess=drug	gold=	confidence=0.31522879469754755
Example:	Sockbridge	guess=place	gold=	confidence=0.5418968507096596
Example:	Solomon Islands	guess=movie	gold=	confidence=0.45541476760606053
Example:	South Stoke	guess=movie	gold=	confidence=0.4023951955073483
Example:	Southwark	guess=place	gold=	confidence=0.9608177765355149
Example:	Spean Bridge	guess=movie	gold=	confidence=0.48857195005186005
Example:	Spennymoor	guess=place	gold=	confidence=0.37983278916571606
Example:	Sprang-Capelle	guess=drug	gold=	confidence=0.544308094207762
Example:	St. Andrews	guess=place	gold=	confidence=0.5531504566322262
Example:	Stadskanaal	guess=place	gold=	confidence=0.62168794810842
Example:	Staunton	guess=place	gold=	confidence=0.4891700387325731
Example:	Staveley	guess=place	gold=	confidence=0.43856309884167344
Example:	Stolberg	guess=place	gold=	confidence=0.8296537437774198
Example:	Strabane	guess=place	gold=	confidence=0.49100178020738966
Example:	Strasbourg	guess=place	gold=	confidence=0.720980629482098
Example:	Strijen	guess=movie	gold=	confidence=0.42020007926221037
Example:	Suhl	guess=place	gold=	confidence=0.43977220118414273
Example:	Sutton-on-Hull	guess=place	gold=	confidence=0.5197312926775617
Example:	Swaffham Bulbeck	guess=place	gold=	confidence=0.6793157936975487
Example:	S�zanne	guess=person	gold=	confidence=0.34724135155094266
Example:	Tadcaster	guess=place	gold=	confidence=0.46071431928327544
Example:	Taiwan	guess=place	gold=	confidence=0.48694971123405123
Example:	Talbot Green	guess=person	gold=	confidence=0.28405753159853914
Example:	Terrigal	guess=place	gold=	confidence=0.3747289026966731
Example:	Thornton (Lancashire)	guess=place	gold=	confidence=0.8932519527949608
Example:	Tiverton	guess=place	gold=	confidence=0.3454002945684982
Example:	Todmorden	guess=place	gold=	confidence=0.5486977589116045
Example:	Tollesbury	guess=place	gold=	confidence=0.6800470188631154
Example:	Tomsk	guess=place	gold=	confidence=0.40265506649491933
Example:	Toowoon Bay	guess=movie	gold=	confidence=0.739161574657149
Example:	Travem�nde	guess=movie	gold=	confidence=0.6726345432096139
Example:	Trinidad and Tobago	guess=movie	gold=	confidence=0.5521688083617879
Example:	Turrella	guess=place	gold=	confidence=0.5984965301416715
Example:	Tuvalu	guess=place	gold=	confidence=0.5175590040554224
Example:	Twente	guess=place	gold=	confidence=0.6147222052728606
Example:	Uithoorn	guess=movie	gold=	confidence=0.3400935231522498
Example:	Upminster	guess=place	gold=	confidence=0.31543277057200514
Example:	Upper Bucklebury	guess=movie	gold=	confidence=0.34151213276076386
Example:	Usk	guess=movie	gold=	confidence=0.40280537271472505
Example:	Val-Thorens	guess=place	gold=	confidence=0.7317974228124663
Example:	Valence	guess=place	gold=	confidence=0.44438549817853823
Example:	Vallery	guess=place	gold=	confidence=0.549195649279704
Example:	Vauvert	guess=place	gold=	confidence=0.5742242730629806
Example:	Ventabren	guess=place	gold=	confidence=0.6158457678622319
Example:	Vietnam	guess=place	gold=	confidence=0.31837419779604353
Example:	Villeneuve	guess=place	gold=	confidence=0.7543871826755161
Example:	Vouziers	guess=person	gold=	confidence=0.36438155981455633
Example:	Wadhurst	guess=place	gold=	confidence=0.8847048491956298
Example:	Walcha	guess=place	gold=	confidence=0.6481317262901247
Example:	Waldbronn	guess=place	gold=	confidence=0.8515052732852518
Example:	Wallasey	guess=place	gold=	confidence=0.6995925210663955
Example:	Waltham Abbey	guess=person	gold=	confidence=0.41333092031239255
Example:	Waltham Cross	guess=person	gold=	confidence=0.3917157719131281
Example:	Waratah	guess=place	gold=	confidence=0.8277175422950175
Example:	Warlingham	guess=place	gold=	confidence=0.9078059367258744
Example:	Warminster	guess=place	gold=	confidence=0.8570347881042558
Example:	Warners Bay	guess=movie	gold=	confidence=0.3322510197818128
Example:	Weesp	guess=place	gold=	confidence=0.6045109991878695
Example:	Weiden	guess=place	gold=	confidence=0.622836451970603
Example:	Wellington	guess=place	gold=	confidence=0.8023935513504022
Example:	Welshpool	guess=place	gold=	confidence=0.8180246336066909
Example:	Wentworth	guess=place	gold=	confidence=0.9181505195451182
Example:	West Wickham	guess=place	gold=	confidence=0.7210474416929383
Example:	Westerham	guess=place	gold=	confidence=0.9764699780912383
Example:	Westhumble	guess=place	gold=	confidence=0.9901314632204546
Example:	Westward Ho!	guess=place	gold=	confidence=0.664946669906103
Example:	Weybridge	guess=place	gold=	confidence=0.7951392134202059
Example:	Whitby	guess=place	gold=	confidence=0.725208741307788
Example:	Whitchurch (Hamp.)	guess=place	gold=	confidence=0.973507934132587
Example:	Whittington	guess=place	gold=	confidence=0.8269029270232185
Example:	Wickford	guess=place	gold=	confidence=0.7424615646510816
Example:	Wilcannia	guess=person	gold=	confidence=0.7889173539399299
Example:	Willingham	guess=person	gold=	confidence=0.6016891750034775
Example:	Winchelsea	guess=place	gold=	confidence=0.8002136979467193
Example:	Wisbech	guess=place	gold=	confidence=0.7626478715564678
Example:	Wittstock	guess=place	gold=	confidence=0.6349630588227736
Example:	Wollombi	guess=place	gold=	confidence=0.5716989051283414
Example:	Wooburn Green	guess=person	gold=	confidence=0.44362939826995046
Example:	Woodchester	guess=place	gold=	confidence=0.9138410446686039
Example:	Wormley	guess=place	gold=	confidence=0.8140601260149762
Example:	Wrightington Bar	guess=place	gold=	confidence=0.44214996820926145
Example:	Yemen	guess=place	gold=	confidence=0.4391468096347946
Example:	Zeeland	guess=place	gold=	confidence=0.46249869672285143
Example:	Zhukovsky	guess=place	gold=	confidence=0.6571993299905798
Example:	'N Sync: 'Ntimate Holiday Special	guess=movie	gold=	confidence=0.9989771635035979
Example:	'N Sync: Live From Madison Square Garden	guess=movie	gold=	confidence=0.9980127196394188
Example:	0.12h	guess=drug	gold=	confidence=0.9306296993058306
Example:	007 Racing	guess=movie	gold=	confidence=0.7328113926953218
Example:	101 Rent Boys	guess=drug	gold=	confidence=0.7209748703957581
Example:	11th & Congress	guess=drug	gold=	confidence=0.9241980851590103
Example:	1900 USA	guess=drug	gold=	confidence=0.8076823994102904
Example:	2000 + 1 stigmes	guess=movie	gold=	confidence=0.9715258173786715
Example:	24fps	guess=drug	gold=	confidence=0.9812460028250709
Example:	3 Strikes	guess=drug	gold=	confidence=0.6484919494288329
Example:	3-D Safari	guess=drug	gold=	confidence=0.950787823530058
Example:	405	guess=drug	gold=	confidence=0.993479578983762
Example:	41 Shots	guess=drug	gold=	confidence=0.9853212202832419
Example:	50CC	guess=drug	gold=	confidence=0.946813258187466
Example:	9-Ball	guess=drug	gold=	confidence=0.5501767947274239
Example:	A Festa de Margarette	guess=movie	gold=	confidence=0.8140575346930623
Example:	A Hora Marcada	guess=movie	gold=	confidence=0.49212749877512946
Example:	A Killing Frost	guess=person	gold=	confidence=0.48444106273531157
Example:	A Question of Faith	guess=movie	gold=	confidence=0.7913592413983161
Example:	A Visit from the Sergeant Major with Unintended Consequences	guess=movie	gold=	confidence=0.9696068679406973
Example:	AFI's 100 Years, 100 Laughs: America's Funniest Movies	guess=movie	gold=	confidence=0.999999061167465
Example:	Accidental Detective	guess=drug	gold=	confidence=0.7879472248193903
Example:	Achter gesloten ogen	guess=movie	gold=	confidence=0.6808066994366334
Example:	Acts of Worship	guess=movie	gold=	confidence=0.4406757890959282
Example:	Adventures in Wild California	guess=person	gold=	confidence=0.4757221661193394
Example:	Aeon - Countdown im All	guess=company	gold=	confidence=0.41878336764135093
Example:	Aerines siopes	guess=movie	gold=	confidence=0.4763296550426864
Example:	After the Reconciliation	guess=drug	gold=	confidence=0.6928706318734321
Example:	Aisha	guess=place	gold=	confidence=0.29540270531529683
Example:	Aitanic	guess=drug	gold=	confidence=0.5177032874769669
Example:	Ajax: De film	guess=movie	gold=	confidence=0.9886204005277445
Example:	Alice	guess=drug	gold=	confidence=0.3353372290106291
Example:	All You Can Eat Pharmacy	guess=company	gold=	confidence=0.818215984512992
Example:	Almost Blue	guess=movie	gold=	confidence=0.3696071172403002
Example:	Amazon	guess=drug	gold=	confidence=0.3545129993895897
Example:	Amigos X siempre	guess=movie	gold=	confidence=0.66760659196053
Example:	Amor, curiosidad, Prozac y dudas	guess=movie	gold=	confidence=0.8763243434611119
Example:	Am�lia	guess=movie	gold=	confidence=0.4870274548723873
Example:	An American Tail: The Treasure of Manhattan Island	guess=movie	gold=	confidence=0.9969189663632031
Example:	An Extremely Goofy Movie	guess=movie	gold=	confidence=0.7501400426435437
Example:	An Intimate Friendship	guess=movie	gold=	confidence=0.3764490681136318
Example:	An Unkindness of Ravens	guess=movie	gold=	confidence=0.8668130328674583
Example:	Anak	guess=person	gold=	confidence=0.38365334039709204
Example:	Anatomy of Disgust	guess=movie	gold=	confidence=0.6448802521751681
Example:	Andel Exit	guess=drug	gold=	confidence=0.4870500050283305
Example:	Andrew Dice Clay: Banned for Life	guess=movie	gold=	confidence=0.9584593813341742
Example:	Angels!	guess=movie	gold=	confidence=0.4345438572291051
Example:	Animated Corpse	guess=company	gold=	confidence=0.41014165329801855
Example:	Anna	guess=place	gold=	confidence=0.3609955849974472
Example:	Anna en Corse	guess=company	gold=	confidence=0.5153454965604082
Example:	Anne 3	guess=drug	gold=	confidence=0.5954697633524616
Example:	Apartment Hunting	guess=drug	gold=	confidence=0.4264304872260482
Example:	Army Men: World War	guess=movie	gold=	confidence=0.9524455752454357
Example:	Arrest & Trial	guess=company	gold=	confidence=0.595626870569986
Example:	Arvokkaasti	guess=place	gold=	confidence=0.40628357358914535
Example:	As Ter�as da Bailarina Gorda	guess=movie	gold=	confidence=0.8382117029584335
Example:	Asociaci�n Argentina de actores	guess=movie	gold=	confidence=0.9184366774454948
Example:	Ass Lovers	guess=person	gold=	confidence=0.4240372878059775
Example:	At Any Cost	guess=company	gold=	confidence=0.7256782196038298
Example:	At the Height of Summer	guess=movie	gold=	confidence=0.8239022226522377
Example:	Atrav�s da Janela	guess=movie	gold=	confidence=0.5253985679471648
Example:	Attack of the Killer Hog	guess=movie	gold=	confidence=0.7581850489457717
Example:	Attention Shoppers	guess=drug	gold=	confidence=0.5432814480002555
Example:	Autsch, du Fr�hliche	guess=movie	gold=	confidence=0.7442725134100193
Example:	Autumn in New York	guess=movie	gold=	confidence=0.5955398885219236
Example:	Avalanche Run	guess=person	gold=	confidence=0.4060792828325246
Example:	Aviature	guess=place	gold=	confidence=0.38818730744108093
Example:	BWP2	guess=drug	gold=	confidence=0.42229310967451444
Example:	Babs	guess=place	gold=	confidence=0.45971310084479594
Example:	Baby Blues	guess=person	gold=	confidence=0.4177664856843521
Example:	Backyard Dogs	guess=movie	gold=	confidence=0.6503638781133884
Example:	Bad Actors	guess=movie	gold=	confidence=0.3174059077985267
Example:	Bad Boy - Rennen am �quator	guess=movie	gold=	confidence=0.9459668263623535
Example:	Banditskij Peterburg	guess=place	gold=	confidence=0.6334630517793174
Example:	Banjo-Tooie	guess=place	gold=	confidence=0.43817946027049076
Example:	Banqueroute	guess=place	gold=	confidence=0.758798965090378
Example:	Barking Dogs Never Bite	guess=person	gold=	confidence=0.5313403041737265
Example:	Barnard Girls	guess=person	gold=	confidence=0.7192006015717367
Example:	Battery Park	guess=movie	gold=	confidence=0.5279524035858342
Example:	BattleBots	guess=place	gold=	confidence=0.719727461663117
Example:	Battlefield Earth: A Saga for the Year 3000	guess=movie	gold=	confidence=0.9999877669383243
Example:	Bavandar	guess=place	gold=	confidence=0.6537276282533291
Example:	Be Cool	guess=company	gold=	confidence=0.43824539914012867
Example:	Beastie Boys: Video Anthology	guess=movie	gold=	confidence=0.9986507805694962
Example:	Bedazzled	guess=place	gold=	confidence=0.5569914869419775
Example:	Behind Closed Doors: The Dark Legacy of the Johns Committee	guess=movie	gold=	confidence=0.9990512097581581
Example:	Behind the Scenes: Road to El Dorado	guess=movie	gold=	confidence=0.9973110271251104
Example:	Believe	guess=place	gold=	confidence=0.4678019506053613
Example:	Bella Block - Schuld und Liebe	guess=movie	gold=	confidence=0.731215995505988
Example:	Best	guess=place	gold=	confidence=0.40326939381577254
Example:	Bette	guess=drug	gold=	confidence=0.4549371519882502
Example:	Better Than Sex	guess=drug	gold=	confidence=0.4989111826021714
Example:	Beyond the Ocean	guess=movie	gold=	confidence=0.7918782811632227
Example:	Bhai Thakur	guess=person	gold=	confidence=0.5519745023500144
Example:	Billet-doux	guess=drug	gold=	confidence=0.5277069846975189
Example:	Bio-Cops	guess=drug	gold=	confidence=0.5984432049139118
Example:	Bla, bla, bla	guess=movie	gold=	confidence=0.9190226415815461
Example:	Black Cocksmokers	guess=movie	gold=	confidence=0.8802330631706816
Example:	Black Panty Chronicals 9	guess=movie	gold=	confidence=0.8456742074463117
Example:	Black Widow	guess=movie	gold=	confidence=0.887717213323404
Example:	Blister	guess=place	gold=	confidence=0.4477802427623679
Example:	Blondine sucht Million�r f�rs Leben	guess=movie	gold=	confidence=0.7577016424229879
Example:	Blood	guess=place	gold=	confidence=0.4459964475934746
Example:	Blue August	guess=movie	gold=	confidence=0.5604151488380114
Example:	Blue End	guess=movie	gold=	confidence=0.48039717254211445
Example:	Blues mrtv�ho muze	guess=movie	gold=	confidence=0.8991906378897202
Example:	Bombshell	guess=place	gold=	confidence=0.8198018765244937
Example:	Bone	guess=place	gold=	confidence=0.39355561039270587
Example:	Bonhoeffer - Die letzte Stufe	guess=movie	gold=	confidence=0.8720624910607603
Example:	Booty Talk 20: Super Fine Sistas!	guess=movie	gold=	confidence=0.9999730147440056
Example:	Boris	guess=place	gold=	confidence=0.35704860613441197
Example:	Boris e Jeremias	guess=movie	gold=	confidence=0.5908044858167423
Example:	Born to Be King	guess=movie	gold=	confidence=0.46048798370900795
Example:	Brat 2	guess=movie	gold=	confidence=0.5271403785393807
Example:	Brokeback Mountain	guess=movie	gold=	confidence=0.4166581427689915
Example:	Bronx-Barb�s	guess=place	gold=	confidence=0.7866550514437616
Example:	Brothers	guess=place	gold=	confidence=0.6193753362074491
Example:	Brottsv�g	guess=place	gold=	confidence=0.7403792200712221
Example:	Burnside	guess=place	gold=	confidence=0.8338821091694928
Example:	Buttman's Anal Divas	guess=movie	gold=	confidence=0.8803934530462092
Example:	Buttwoman vs. Buttwoman	guess=movie	gold=	confidence=0.6825771319236971
Example:	Bu�uel en Hollywood	guess=movie	gold=	confidence=0.5801809300543803
Example:	By Player	guess=movie	gold=	confidence=0.36668144710826195
Example:	Bzz	guess=person	gold=	confidence=0.316434549682156
Example:	Cabecita	guess=place	gold=	confidence=0.3284737330923936
Example:	Cabin Fever	guess=company	gold=	confidence=0.2952972377380463
Example:	Camera Obscura	guess=company	gold=	confidence=0.2603739693278538
Example:	Campos sagrados	guess=movie	gold=	confidence=0.3691640516124549
Example:	Canada: A People's History	guess=movie	gold=	confidence=0.995083335633098
Example:	Cantamos contigo	guess=company	gold=	confidence=0.5327997998349802
Example:	Capitanes de abril	guess=movie	gold=	confidence=0.49672263579908743
Example:	Caracas amor a muerte	guess=movie	gold=	confidence=0.5776948967290544
Example:	Caribbean Undercover	guess=person	gold=	confidence=0.3301054579155026
Example:	Carnage Road	guess=person	gold=	confidence=0.48790817752973875
Example:	Cashier Wants to Go to the Seaside	guess=movie	gold=	confidence=0.9175819149246777
Example:	Castaway 2000	guess=movie	gold=	confidence=0.9141054418639736
Example:	Catastrophe	guess=place	gold=	confidence=0.6269971670937043
Example:	Cathedral Rock	guess=movie	gold=	confidence=0.2619574130924483
Example:	Cecilia	guess=drug	gold=	confidence=0.5195041337960221
Example:	Chameleon 3: Dark Angel	guess=movie	gold=	confidence=0.9806376981390932
Example:	Charge!	guess=place	gold=	confidence=0.5081568204377463
Example:	Chasing the Big Ones 3	guess=movie	gold=	confidence=0.6030525090399966
Example:	Cherry Hills	guess=person	gold=	confidence=0.39551616637717046
Example:	Chez moi	guess=movie	gold=	confidence=0.4251899539064445
Example:	Chi chung sze loi liu	guess=movie	gold=	confidence=0.6789331813181703
Example:	Chillin' with Jake Steed's Freaks Whoes & Flows 21	guess=movie	gold=	confidence=0.9999869448168048
Example:	Chuck	guess=place	gold=	confidence=0.5052466241217035
Example:	Cinderella	guess=place	gold=	confidence=0.5430714295955801
Example:	Citizen James	guess=person	gold=	confidence=0.49128967986443073
Example:	Ciudad de M	guess=movie	gold=	confidence=0.3627055655318868
Example:	Cizinci v case	guess=company	gold=	confidence=0.5060519538384345
Example:	Class of Nuke 'Em High IV	guess=person	gold=	confidence=0.5193294904143307
Example:	Clerks: The Animated Series	guess=movie	gold=	confidence=0.9563058457630466
Example:	Clothesline Patch	guess=drug	gold=	confidence=0.48573178504229153
Example:	Cocozza's Way	guess=movie	gold=	confidence=0.8869522553598358
Example:	Code Unknown: Incomplete Tales of Several Journeys	guess=movie	gold=	confidence=0.9981931981766559
Example:	Conamara	guess=place	gold=	confidence=0.5052051428272869
Example:	Condenado � Liberdade	guess=movie	gold=	confidence=0.8298266597895071
Example:	Confessions of a Head Hunter	guess=movie	gold=	confidence=0.8625110816336691
Example:	Cool Women	guess=company	gold=	confidence=0.38103095063329906
Example:	Couch Taters	guess=company	gold=	confidence=0.2782137169786921
Example:	Could Be Worse!	guess=movie	gold=	confidence=0.807611646975436
Example:	Counting Days	guess=movie	gold=	confidence=0.366325972111395
Example:	Cremains	guess=place	gold=	confidence=0.49804434299795824
Example:	Criminal Instincts	guess=company	gold=	confidence=0.7233403443768306
Example:	Curiosity & the Cat	guess=company	gold=	confidence=0.7868826292529216
Example:	Cursed	guess=place	gold=	confidence=0.6131384831701531
Example:	Curtain Call	guess=company	gold=	confidence=0.5751024296545498
Example:	CyberCrime	guess=place	gold=	confidence=0.39643224035328745
Example:	C�sar	guess=place	gold=	confidence=0.3719903669487778
Example:	D-dag - Instrukt�rene	guess=movie	gold=	confidence=0.826959341839733
Example:	D.C.	guess=company	gold=	confidence=0.6984190455940649
Example:	Da Hip Hop Witch	guess=company	gold=	confidence=0.43694671420406483
Example:	Dada Sahib	guess=movie	gold=	confidence=0.5146471722526378
Example:	Dakhtaran-e Khorshid	guess=place	gold=	confidence=0.4400700829380043
Example:	Daleko od okna	guess=movie	gold=	confidence=0.9001982674580877
Example:	Dalheim	guess=drug	gold=	confidence=0.38604827429441935
Example:	Dalziel and Pascoe: Above the Law	guess=movie	gold=	confidence=0.997659084909874
Example:	Dalziel and Pascoe: Cunning Old Fox	guess=movie	gold=	confidence=0.9651843424156548
Example:	Dancing at the Blue Iguana	guess=person	gold=	confidence=0.6312976396773274
Example:	Danny and Max	guess=person	gold=	confidence=0.6885202212185662
Example:	Daria in Is It Fall Yet?	guess=company	gold=	confidence=0.5320089108540889
Example:	Dark Knight	guess=movie	gold=	confidence=0.5216207199945398
Example:	Das Herz eines Priesters	guess=movie	gold=	confidence=0.6806068330114174
Example:	Das Rote Quadrat	guess=movie	gold=	confidence=0.7193226266784505
Example:	Das Schlosshotel	guess=movie	gold=	confidence=0.4963953421523071
Example:	Daughters of the Sun	guess=movie	gold=	confidence=0.6791532923229197
Example:	Day After Day	guess=movie	gold=	confidence=0.5794265028791389
Example:	Daybreak	guess=place	gold=	confidence=0.4114927998901185
Example:	Dayereh	guess=place	gold=	confidence=0.4010528793206124
Example:	De Geheime dienst	guess=movie	gold=	confidence=0.8865970710688558
Example:	De Stilte...	guess=company	gold=	confidence=0.5082450618616693
Example:	De Ware Lodewijk - de ontknoping	guess=movie	gold=	confidence=0.9924585629094822
Example:	De la bouche des enfants	guess=movie	gold=	confidence=0.954386146674888
Example:	Dead by Monday	guess=movie	gold=	confidence=0.9201178056262055
Example:	Dear America: A Line in the Sand	guess=movie	gold=	confidence=0.9985131785181365
Example:	Dear America: When Will This Cruel War Be Over?	guess=movie	gold=	confidence=0.9942021893038838
Example:	Death of a Salesman	guess=movie	gold=	confidence=0.9736613938391806
Example:	Death of a Saleswoman	guess=movie	gold=	confidence=0.9825405264105868
Example:	Deep in the Woods	guess=movie	gold=	confidence=0.7477045990263375
Example:	Delta Force: Land Warrior	guess=movie	gold=	confidence=0.972187386644998
Example:	Delusional	guess=place	gold=	confidence=0.4141294012408407
Example:	Demasiado amor	guess=movie	gold=	confidence=0.7439124730712154
Example:	Denton Meets Ian Thorpe	guess=company	gold=	confidence=0.4510506388674474
Example:	Der Boxprinz	guess=drug	gold=	confidence=0.7135424792659912
Example:	Der Kleine Lord - Retter in der Not	guess=movie	gold=	confidence=0.810973398741323
Example:	Der K�nig tanzt	guess=movie	gold=	confidence=0.7995018811422185
Example:	Der Million�r und die Stripperin	guess=movie	gold=	confidence=0.8342342279501969
